SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
3714-3,3004944,3004944,Lidocaine [Mass/volume] in Serum or Plasma,LOINC,3714-3,S,14098
53529-4,3038609,3038609,Microalbumin [Mass/volume] in Body fluid by Detection limit <= 1.0 mg/L,LOINC,53529-4,S,14081
16135-6,3018658,3018658,Beta 2 glycoprotein 1 IgG Ab [Units/volume] in Serum,LOINC,16135-6,S,13806
16136-4,3014300,3014300,Beta 2 glycoprotein 1 IgM Ab [Units/volume] in Serum,LOINC,16136-4,S,13664
8098-6,3025547,3025547,Thyroglobulin Ab [Units/volume] in Serum or Plasma,LOINC,8098-6,S,13591
6357-8,3024950,3024950,Chlamydia trachomatis DNA [Presence] in Urine by NAA with probe detection,LOINC,6357-8,S,13571
3013-0,3036535,3036535,Thyroglobulin [Mass/volume] in Serum or Plasma,LOINC,3013-0,S,13560
4532-8,3028461,3028461,Complement total hemolytic CH50 [Units/volume] in Serum or Plasma,LOINC,4532-8,S,13513
43730-1,3043849,3043849,Epstein Barr virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,43730-1,S,13458
21416-3,3003510,3003510,Neisseria gonorrhoeae DNA [Presence] in Urine by NAA with probe detection,LOINC,21416-3,S,13441
19239-3,3028271,3028271,Lactate [Moles/volume] in Capillary blood,LOINC,19239-3,S,13370
14334-7,3024666,3024666,Lithium [Moles/volume] in Serum or Plasma,LOINC,14334-7,S,13095
27811-9,3000515,3000515,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,LOINC,27811-9,S,13072
48407-1,3051741,3051741,Pregnancy associated plasma protein A [Mass/volume] in Serum or Plasma,LOINC,48407-1,S,12906
1857-2,3036335,3036335,Angiotensin converting enzyme [Enzymatic activity/volume] in Blood,LOINC,1857-2,S,12587
14135-8,3001405,3001405,CD3+CD8+ (T8 suppressor) cells [#/volume] in Blood,LOINC,14135-8,S,12535
8101-8,3007449,3007449,CD3+CD8+ (T8 suppressor) cells/100 cells in Blood,LOINC,8101-8,S,12531
17146-2,3037816,3037816,CD4+CD8+ cells/100 cells in Blood,LOINC,17146-2,S,12530
20785-2,3019917,3019917,Drugs identified in Serum or Plasma by Screen method,LOINC,20785-2,S,12450
2078-4,3007733,3007733,Chloride [Moles/volume] in Urine,LOINC,2078-4,S,11998
2484-4,3013273,3013273,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,LOINC,2484-4,S,11996
34714-6,3032080,3032080,INR in Blood by Coagulation assay,LOINC,34714-6,S,11967
3053-6,3010340,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,LOINC,3053-6,S,11850
12234-1,3000598,3000598,Mesothelial cells/100 leukocytes in Body fluid by Manual count,LOINC,12234-1,S,11785
13527-7,3027528,3027528,Unidentified cells/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,13527-7,S,11711
45391-0,3046825,3046825,Epithelial cells.renal [#/area] in Urine sediment by Microscopy low power field,LOINC,45391-0,S,11656
5404-9,3024489,3024489,Varicella zoster virus IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,5404-9,S,11561
14836-1,3017115,3017115,Methotrexate [Moles/volume] in Serum or Plasma,LOINC,14836-1,S,11277
5388-4,3006957,3006957,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,5388-4,S,11153
36923-1,3037329,3037329,Epstein Barr virus DNA [#/volume] (viral load) in Blood by NAA with probe detection,LOINC,36923-1,S,11009
32286-7,3002653,3002653,Hepatitis C virus genotype [Identifier] in Serum or Plasma by NAA with probe detection,LOINC,32286-7,S,10878
12228-3,3000637,3000637,Triglyceride [Mass/volume] in Body fluid,LOINC,12228-3,S,10746
2881-1,3005029,3005029,Protein [Mass/volume] in Body fluid,LOINC,2881-1,S,10732
21723-2,3003648,3003648,SERPINA1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,21723-2,S,10638
94533-7,706161,706161,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory system specimen by NAA with probe detection,LOINC,94533-7,S,10595
14803-1,3018994,3018994,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Lactate to pyruvate reaction,LOINC,14803-1,S,10537
34701-3,3032948,3032948,Heparin induced platelet Ab [Presence] in Serum,LOINC,34701-3,S,10507
35670-9,3035509,3035509,Tobramycin [Mass/volume] in Serum or Plasma,LOINC,35670-9,S,10494
94499-1,706162,706162,Respiratory viral pathogens DNA and RNA panel - Respiratory system specimen Qualitative by NAA with probe detection,LOINC,94499-1,S,10436
2956-1,3002079,3002079,Sodium [Moles/time] in 24 hour Urine,LOINC,2956-1,S,10412
49300-7,3048933,3048933,Protein Fractions [Interpretation] in Urine by Immunofixation Narrative,LOINC,49300-7,S,10355
2842-3,3004722,3004722,Prolactin [Mass/volume] in Serum or Plasma,LOINC,2842-3,S,10264
69380-4,40771901,40771901,"t(9;22)(q34.1;q11)(ABL1,BCR) b2a2+b3a2 fusion transcript/control transcript (International Scale) [# Ratio] in Blood or Tissue by Molecular genetics method",LOINC,69380-4,S,10230
2839-9,3027144,3027144,Progesterone [Mass/volume] in Serum or Plasma,LOINC,2839-9,S,10221
4057-6,3004090,3004090,Tobramycin [Mass/volume] in Serum or Plasma --peak,LOINC,4057-6,S,9968
13884-2,3014102,3014102,Estradiol (E2).bioavailable [Mass/volume] in Serum or Plasma,LOINC,13884-2,S,9967
1681-6,3025921,3025921,Beta hydroxybutyrate dehydrogenase [Enzymatic activity/volume] in Blood,LOINC,1681-6,S,9794
2141-0,3035637,3035637,Corticotropin [Mass/volume] in Plasma,LOINC,2141-0,S,9760
43180-9,3045041,3045041,Herpes simplex virus 2 IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,43180-9,S,9691
51916-5,3039971,3039971,Herpes simplex virus 1 IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,51916-5,S,9688
1755-8,3027035,3027035,Albumin [Mass/time] in 24 hour Urine,LOINC,1755-8,S,9512
48952-6,3048918,3048918,Histoplasma capsulatum Ag [Mass/volume] in Urine,LOINC,48952-6,S,9473
74661-0,44816559,44816559,Phosphatidylethanol [Mass/volume] in Blood,LOINC,74661-0,S,9452
103227-5,3966536,3966536,Testosterone Free [Mass/volume] in Serum or Plasma by Calculation,LOINC,103227-5,S,9374
38476-8,3047826,3047826,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,LOINC,38476-8,S,9354
1763-2,3011337,3011337,Aldosterone [Mass/volume] in Serum or Plasma,LOINC,1763-2,S,9273
75932-4,21490725,21490725,Inspiratory time percent,LOINC,75932-4,S,9272
19659-2,3013184,3013184,Phencyclidine [Presence] in Urine by Screen method,LOINC,19659-2,S,9257
19261-7,3023596,3023596,Amphetamines [Presence] in Urine by Screen method,LOINC,19261-7,S,9257
14316-4,3007682,3007682,Benzodiazepines [Presence] in Urine by Screen method,LOINC,14316-4,S,9257
19270-8,3005058,3005058,Barbiturates [Presence] in Urine by Screen method,LOINC,19270-8,S,9257
19554-5,3011402,3011402,Methamphetamine [Presence] in Urine by Screen method,LOINC,19554-5,S,9257
19312-8,3006006,3006006,Tricyclic antidepressants [Presence] in Urine by Screen method,LOINC,19312-8,S,9257
19359-9,3018060,3018060,Cocaine [Presence] in Urine by Screen method,LOINC,19359-9,S,9257
19550-3,3028707,3028707,Methadone [Presence] in Urine by Screen method,LOINC,19550-3,S,9240
6948-4,3023261,3023261,lamoTRIgine [Mass/volume] in Serum or Plasma,LOINC,6948-4,S,9173
9271-8,3016162,3016162,10 minute Apgar Score,LOINC,9271-8,S,9160
29590-7,3011916,3011916,Cytomegalovirus DNA [Mass/volume] (viral load) in Blood by Probe,LOINC,29590-7,S,9094
5334-8,3011564,3011564,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,5334-8,S,9056
40851-8,3042027,3042027,Normetanephrine Free [Moles/volume] in Serum or Plasma,LOINC,40851-8,S,8977
20434-7,3022976,3022976,Prolactin [Units/volume] in Serum or Plasma by 3rd IS,LOINC,20434-7,S,8881
42916-7,3031957,3031957,Histoplasma capsulatum Ag [Units/volume] in Specimen by Immunoassay,LOINC,42916-7,S,8860
49700-8,3032155,3032155,Metanephrine Free [Moles/volume] in Serum or Plasma,LOINC,49700-8,S,8856
17862-4,3006661,3006661,Calcium [Mass/volume] in Urine,LOINC,17862-4,S,8788
13995-6,3010157,3010157,Gamma globulin/Protein.total in Urine by Electrophoresis,LOINC,13995-6,S,8740
13994-9,3009565,3009565,Beta globulin/Protein.total in Urine by Electrophoresis,LOINC,13994-9,S,8740
13990-7,3026665,3026665,Alpha 1 globulin/Protein.total in Urine by Electrophoresis,LOINC,13990-7,S,8740
13992-3,3010926,3010926,Albumin/Protein.total in Urine by Electrophoresis,LOINC,13992-3,S,8740
13993-1,3028558,3028558,Alpha 2 globulin/Protein.total in Urine by Electrophoresis,LOINC,13993-1,S,8740
41746-9,3032014,3032014,Blastomyces dermatitidis Ag [Presence] in Urine by Immunoassay,LOINC,41746-9,S,8709
890-4,3001079,3001079,Blood group antibody screen [Presence] in Serum or Plasma,LOINC,890-4,S,8677
68961-2,40771495,40771495,"HIV 1 Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay",LOINC,68961-2,S,8622
4059-2,3006638,3006638,Tobramycin [Mass/volume] in Serum or Plasma --trough,LOINC,4059-2,S,8605
21027-8,3020174,3020174,Platelet aggregation [Interpretation] in Platelet poor plasma,LOINC,21027-8,S,8557
2915-7,3007808,3007808,Renin [Enzymatic activity/volume] in Plasma,LOINC,2915-7,S,8454
46267-1,3051669,3051669,Proteinase 3 Ab [Units/volume] in Serum by Immunoassay,LOINC,46267-1,S,8328
33905-1,3029154,3029154,Trichomonas sp [#/area] in Urine sediment by Microscopy high power field,LOINC,33905-1,S,8294
46266-3,3049398,3049398,Myeloperoxidase Ab [Units/volume] in Serum by Immunoassay,LOINC,46266-3,S,8271
883-9,3002529,3002529,ABO group [Type] in Blood,LOINC,883-9,S,8237
2283-0,3035569,3035569,Folate [Mass/volume] in Red Blood Cells,LOINC,2283-0,S,8198
6825-4,3019347,3019347,Crystals [type] in Body fluid by Light microscopy,LOINC,6825-4,S,8151
27816-8,3036035,3036035,von Willebrand factor (vWf) Ag actual/normal in Platelet poor plasma by Immunoassay,LOINC,27816-8,S,8107
52750-7,3040976,3040976,Activated protein C resistance [Presence] in Platelet poor plasma by Coagulation assay,LOINC,52750-7,S,8087
32680-1,3044844,3044844,Fine Granular Casts [#/area] in Urine sediment by Microscopy low power field,LOINC,32680-1,S,8077
33910-1,3043745,3043745,Rheumatoid factor [Presence] in Serum,LOINC,33910-1,S,8070
31625-7,3021871,3021871,Sjogrens syndrome-A extractable nuclear IgG Ab [Presence] in Serum,LOINC,31625-7,S,8047
14030-1,3027113,3027113,Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,14030-1,S,8038
31562-2,3000307,3000307,PM-SCL extractable nuclear Ab [Units/volume] in Serum,LOINC,31562-2,S,8037
18485-3,3013637,3013637,Mi-2 Ab [Presence] in Serum,LOINC,18485-3,S,8034
82425-0,42529583,42529583,Mj Ab [Units/volume] in Serum by Line blot,LOINC,82425-0,S,8034
33771-7,3030939,3030939,PL-12 Ab [Presence] in Serum,LOINC,33771-7,S,8032
88725-7,36306115,36306115,MDA5 Ab [Units/volume] in Serum by Line blot,LOINC,88725-7,S,8032
68549-5,40771132,40771132,U2 small nuclear ribonucleoprotein Ab [Presence] in Serum,LOINC,68549-5,S,8032
18484-6,3022761,3022761,Ku Ab [Presence] in Serum,LOINC,18484-6,S,8032
49963-2,3029569,3029569,Fibrillarin Ab [Presence] in Serum,LOINC,49963-2,S,8032
88739-8,36305608,36305608,TIF1-gamma Ab [Units/volume] in Serum by Line blot,LOINC,88739-8,S,8031
45152-6,3046209,3046209,OJ Ab [Presence] in Serum,LOINC,45152-6,S,8031
33772-5,3030635,3030635,PL-7 Ab [Presence] in Serum,LOINC,33772-5,S,8031
33921-8,3033229,3033229,Signal Recognition Particle (SRP) Ab [Presence] in Serum or Plasma,LOINC,33921-8,S,8031
45149-2,3046519,3046519,Ej Ab [Presence] in Serum,LOINC,45149-2,S,8031
9110-8,3021505,3021505,Blood loss.total intraoperative [Volume] Estimated,LOINC,9110-8,S,8006
2923-1,3022338,3022338,Retinol [Mass/volume] in Serum or Plasma,LOINC,2923-1,S,7984
33980-4,3043147,3043147,Voltage-gated calcium channel P/Q type binding Ab [Moles/volume] in Serum,LOINC,33980-4,S,7935
2748-2,3018672,3018672,pH of Body fluid,LOINC,2748-2,S,7894
93812-6,1001830,1001830,"1,3 beta glucan [Presence] in Serum",LOINC,93812-6,S,7894
32585-2,3000453,3000453,Epstein Barr virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC,32585-2,S,7860
39017-9,3040373,3040373,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon in Blood,LOINC,39017-9,S,7802
2756-5,3015736,3015736,pH of Urine,LOINC,2756-5,S,7720
97204-2,1616808,1616808,Oxidants [Mass/volume] in Urine,LOINC,97204-2,S,7703
50551-1,3030477,3030477,Bilirubin.total [Presence] in Urine by Automated test strip,LOINC,50551-1,S,7655
22587-0,3019832,3019832,Treponema pallidum Ab [Presence] in Serum,LOINC,22587-0,S,7629
11610-3,3008797,3008797,Heterophile Ab [Units/volume] in Serum,LOINC,11610-3,S,7612
2344-0,3019210,3019210,Glucose [Mass/volume] in Body fluid,LOINC,2344-0,S,7535
19295-5,3015208,3015208,Opiates [Presence] in Urine by Screen method,LOINC,19295-5,S,7516
62467-6,40765204,40765204,Galactomannan Ag [Units/volume] in Specimen by Immunoassay,LOINC,62467-6,S,7456
13997-2,3019041,3019041,Neuronal nuclear type 1 Ab [Titer] in Serum,LOINC,13997-2,S,7361
35386-2,3034901,3034901,CV2 IgG Ab [Titer] in Serum,LOINC,35386-2,S,7361
33925-9,3030026,3030026,PCA-2 Ab [Titer] in Serum,LOINC,33925-9,S,7361
2191-5,3015884,3015884,Dehydroepiandrosterone sulfate (DHEA-S) [Mass/volume] in Serum or Plasma,LOINC,2191-5,S,7332
72203-3,43054946,43054946,Parathyrin.intact intraoperative panel - Serum or Plasma,LOINC,72203-3,S,7302
18282-4,3006932,3006932,Cannabinoids [Presence] in Urine by Screen method,LOINC,18282-4,S,7265
91027-3,1175818,1175818,Buprenorphine-3-glucuronide [Presence] in Urine by Screen method,LOINC,91027-3,S,7264
5244-9,3006573,3006573,Measles virus IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,5244-9,S,7206
2164-2,3005770,3005770,Creatinine renal clearance in 24 hour Urine and Serum or Plasma,LOINC,2164-2,S,7203
48591-2,3048887,3048887,Activated protein C resistance [Interpretation] in Platelet poor plasma,LOINC,48591-2,S,7176
27038-9,3019583,3019583,Endomysium IgA Ab [Titer] in Serum by Immunofluorescence,LOINC,27038-9,S,7157
7795-8,3019761,3019761,Pappenheimer bodies [Presence] in Blood by Light microscopy,LOINC,7795-8,S,7141
53709-2,3040039,3040039,Glial nuclear type 1 Ab [Titer] in Serum,LOINC,53709-2,S,7109
33927-5,3030080,3030080,Amphiphysin Ab [Titer] in Serum,LOINC,33927-5,S,7109
53717-5,3038593,3038593,PCA-1 Ab [Titer] in Serum,LOINC,53717-5,S,7109
56550-7,40759670,40759670,PCA-Tr Ab [Titer] in Serum by Immunofluorescence,LOINC,56550-7,S,7109
33924-2,3029774,3029774,Neuronal nuclear type 3 Ab [Titer] in Serum,LOINC,33924-2,S,7109
43188-2,3047082,3047082,Neuronal nuclear type 2 Ab [Titer] in Serum by Immunofluorescence,LOINC,43188-2,S,7109
3432-2,3028639,3028639,carBAMazepine [Mass/volume] in Serum or Plasma,LOINC,3432-2,S,7108
25418-5,3025709,3025709,Mumps virus IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,25418-5,S,7087
38445-3,3048689,3048689,Calprotectin [Mass/mass] in Stool,LOINC,38445-3,S,6955
33863-2,3030366,3030366,Cystatin C [Mass/volume] in Serum or Plasma,LOINC,33863-2,S,6847
27822-6,3036669,3036669,Protein S actual/normal in Platelet poor plasma by Coagulation assay,LOINC,27822-6,S,6736
86059-3,36204089,36204089,Streptococcus pneumoniae Danish serotype 23F Ab [Units/volume] in Serum,LOINC,86059-3,S,6728
32681-9,3044870,3044870,Hemoglobin C/Hemoglobin.total in Blood by Electrophoresis,LOINC,32681-9,S,6722
27819-2,3020287,3020287,Protein C actual/normal in Platelet poor plasma by Coagulation assay,LOINC,27819-2,S,6676
19049-6,3019965,3019965,Metanephrine [Mass/time] in 24 hour Urine,LOINC,19049-6,S,6661
35275-7,3032029,3032029,Measles virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,35275-7,S,6630
56540-8,40759660,40759660,Glutamate decarboxylase 65 Ab [Units/volume] in Serum by Immunoassay,LOINC,56540-8,S,6569
97560-7,1617124,1617124,Voltage-gated potassium channel IgG+IgM Ab [Moles/volume] in Serum by Immunoassay,LOINC,97560-7,S,6503
94507-1,706181,706181,"SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay",LOINC,94507-1,S,6437
43215-3,3046210,3046210,Cortisol [Mass/volume] in Serum or Plasma --baseline,LOINC,43215-3,S,6179
11034-6,3010454,3010454,Acetylcholine receptor binding Ab [Moles/volume] in Serum,LOINC,11034-6,S,6164
9811-1,3006407,3006407,Chromogranin A [Mass/volume] in Serum or Plasma,LOINC,9811-1,S,6131
49111-8,3049137,3049137,Spermatozoa [#/area] in Urine sediment by Microscopy high power field,LOINC,49111-8,S,6083
94694-7,36660189,36660189,Acetylcholine receptor ganglionic neuronal Ab [Moles/volume] in Serum by Immunoassay,LOINC,94694-7,S,6063
33979-6,3029197,3029197,Voltage-gated calcium channel N type binding Ab [Moles/volume] in Serum,LOINC,33979-6,S,5929
8097-8,3023296,3023296,Striated muscle Ab [Titer] in Serum,LOINC,8097-8,S,5873
9804-6,3007527,3007527,Weight of Stone,LOINC,9804-6,S,5814
94505-5,706177,706177,SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,94505-5,S,5812
26528-0,3028305,3028305,Cortisol [Mass/volume] in Serum or Plasma --1 hour post dose corticotropin,LOINC,26528-0,S,5766
31146-4,3006157,3006157,Reagin Ab [Titer] in Cerebral spinal fluid by VDRL,LOINC,31146-4,S,5726
7905-3,3025267,3025267,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test,LOINC,7905-3,S,5694
43218-7,3044690,3044690,Nicotine+Cotinine [Presence] in Urine,LOINC,43218-7,S,5569
12190-5,3016662,3016662,Creatinine [Mass/volume] in Body fluid,LOINC,12190-5,S,5525
24312-1,3004786,3004786,Treponema pallidum Ab [Presence] in Serum by Agglutination,LOINC,24312-1,S,5504
1558-6,3037110,3037110,Fasting glucose [Mass/volume] in Serum or Plasma,LOINC,1558-6,S,5495
3243-3,3036489,3036489,Thrombin time,LOINC,3243-3,S,5492
19429-0,3009956,3009956,Propoxyphene [Presence] in Urine by Screen method,LOINC,19429-0,S,5490
89365-1,36306193,36306193,"HIV 1 and 2 Ab panel - Serum, Plasma or Blood by Rapid immunoassay",LOINC,89365-1,S,5457
20436-2,3026300,3026300,Glucose [Mass/volume] in Serum or Plasma --2 hours post dose glucose,LOINC,20436-2,S,5450
30351-1,3007302,3007302,Hemoglobin [Mass/volume] in Mixed venous blood,LOINC,30351-1,S,5423
40485-5,3042149,3042149,Urate crystals [#/area] in Urine sediment by Microscopy low power field,LOINC,40485-5,S,5215
12202-8,3027574,3027574,Cryoglobulin [Presence] in Serum by 2 day cold incubation,LOINC,12202-8,S,5188
12207-7,3011105,3011105,Cryoglobulin [Presence] in Serum by 1 week cold incubation,LOINC,12207-7,S,5182
6014-5,3037533,3037533,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation,LOINC,6014-5,S,5042
15061-5,3024172,3024172,Erythropoietin (EPO) [Units/volume] in Serum or Plasma,LOINC,15061-5,S,5001
77307-7,46236017,46236017,Lead [Mass/volume] in Venous blood,LOINC,77307-7,S,4946
3948-7,3025411,3025411,PHENobarbital [Mass/volume] in Serum or Plasma,LOINC,3948-7,S,4891
5060-9,3003645,3003645,Borrelia burgdorferi Ab [Units/volume] in Serum by Immunoassay,LOINC,5060-9,S,4819
14563-1,3024098,3024098,Hemoglobin.gastrointestinal [Presence] in Stool --1st specimen,LOINC,14563-1,S,4665
2829-0,3016330,3016330,Potassium [Moles/time] in 24 hour Urine,LOINC,2829-0,S,4649
40678-5,3038943,3038943,Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,40678-5,S,4609
18908-4,3019813,3019813,Clindamycin [Susceptibility],LOINC,18908-4,S,4608
18964-7,3025242,3025242,Penicillin [Susceptibility],LOINC,18964-7,S,4608
18919-1,3000661,3000661,Erythromycin [Susceptibility],LOINC,18919-1,S,4608
56536-6,40759656,40759656,Thyroglobulin Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,56536-6,S,4546
26530-6,3026147,3026147,Cortisol [Mass/volume] in Serum or Plasma --30 minutes post dose corticotropin,LOINC,26530-6,S,4510
3663-2,3009917,3009917,Gentamicin [Mass/volume] in Serum or Plasma --peak,LOINC,3663-2,S,4492
3665-7,3016254,3016254,Gentamicin [Mass/volume] in Serum or Plasma --trough,LOINC,3665-7,S,4386
30347-9,3026156,3026156,Glutamate decarboxylase 65 Ab [Moles/volume] in Serum,LOINC,30347-9,S,4343
96803-2,1617538,1617538,24 hour predicted protein [Mass/time] based on random Urine by calculation,LOINC,96803-2,S,4309
5195-3,3019284,3019284,Hepatitis B virus surface Ag [Presence] in Serum,LOINC,5195-3,S,4176
6874-2,3007687,3007687,Calcium [Mass/time] in 24 hour Urine,LOINC,6874-2,S,4167
97936-9,1616908,1616908,Candida auris DNA [Presence] in Specimen by NAA with probe detection,LOINC,97936-9,S,4125
49431-0,3032993,3032993,Parvovirus B19 DNA [#/volume] (viral load) in Blood by NAA with probe detection,LOINC,49431-0,S,3991
1668-3,3028718,3028718,17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma,LOINC,1668-3,S,3975
31019-3,3005839,3005839,10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma,LOINC,31019-3,S,3948
22362-8,3014389,3014389,HTLV I+II Ab [Presence] in Serum,LOINC,22362-8,S,3935
58088-6,40761189,40761189,Acylcarnitine newborn screen interpretation,LOINC,58088-6,S,3803
33287-4,3045989,3045989,Glucose-6-Phosphate dehydrogenase [Presence] in DBS,LOINC,33287-4,S,3803
86738-2,36203662,36203662,Toxoplasma gondii IgG Ab [Presence] in Specimen by Immunoassay,LOINC,86738-2,S,3751
50956-2,3029589,3029589,HLA-B*57:01 [Presence],LOINC,50956-2,S,3749
1746-7,3024474,3024474,Albumin [Mass/volume] in Cerebral spinal fluid,LOINC,1746-7,S,3701
51586-6,3041543,3041543,Other cells/100 leukocytes in Blood by Manual count,LOINC,51586-6,S,3610
32771-8,3045156,3045156,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Arterial blood,LOINC,32771-8,S,3602
33254-4,3029473,3029473,pH of Arterial blood adjusted to patient's actual temperature,LOINC,33254-4,S,3602
19255-9,3022803,3022803,Oxygen [Partial pressure] adjusted to patient's actual temperature in Arterial blood,LOINC,19255-9,S,3602
51733-4,3039426,3039426,Oxygen saturation Calculated from oxygen partial pressure in Arterial blood,LOINC,51733-4,S,3601
19235-1,3021421,3021421,Base excess standard in Arterial blood by calculation,LOINC,19235-1,S,3600
20437-0,3027198,3027198,Glucose [Mass/volume] in Serum or Plasma --3 hours post dose glucose,LOINC,20437-0,S,3519
12221-8,3010004,3010004,Heterophile Ab [Presence] in Serum by Sheep Cell Agglutination,LOINC,12221-8,S,3475
49360-1,3033240,3033240,Hepatitis B virus DNA [Units/volume] (viral load) in Specimen by NAA with probe detection,LOINC,49360-1,S,3458
99691-8,1989569,1989569,Pacemaker Ventricular sensitivity setting,LOINC,99691-8,S,3387
20472-7,3002844,3002844,Eosinophils [Presence] in Specimen by Wright stain,LOINC,20472-7,S,3368
27392-0,3017886,36204373,Streptococcus pneumoniae Danish serotype 9N IgG Ab [Mass/volume] in Serum,LOINC,86169-0,S,3348
2671-6,3035015,3035015,Normetanephrine [Mass/time] in 24 hour Urine,LOINC,2671-6,S,3339
2778-9,3026729,3026729,Phosphate [Mass/volume] in Urine,LOINC,2778-9,S,3308
4090-7,3011461,3011461,Vancomycin [Mass/volume] in Serum or Plasma --peak,LOINC,4090-7,S,3231
8014-3,3016999,3016999,Rubella virus IgG Ab [Units/volume] in Serum,LOINC,8014-3,S,3225
2520-5,3035999,3035999,Lactate [Moles/volume] in Cerebral spinal fluid,LOINC,2520-5,S,2965
35414-2,3035198,3035198,Specific gravity of Body fluid by Refractometry,LOINC,35414-2,S,2925
94577-4,36659685,36659685,Maximum amplitude arachidonate induced [Length] in Blood by Resonance TEG,LOINC,94577-4,S,2908
91125-5,1175928,1175928,Maximum amplitude kaolin induced [Length] in Blood by Resonance TEG --after addition of heparinase,LOINC,91125-5,S,2908
91126-3,1176170,1176170,Maximum amplitude activator F induced [Length] in Blood by Resonance TEG,LOINC,91126-3,S,2908
91127-1,1175759,1175759,Maximum amplitude ADP induced [Length] in Blood by Resonance TEG,LOINC,91127-1,S,2908
33020-9,3029749,3029749,Triple phosphate crystals [#/area] in Urine sediment by Microscopy low power field,LOINC,33020-9,S,2884
5583-0,3000138,3000138,Arsenic [Mass/volume] in Blood,LOINC,5583-0,S,2857
5609-3,3005008,3005008,Cadmium [Mass/volume] in Blood,LOINC,5609-3,S,2835
43583-4,3046664,3046664,Lipoprotein a [Moles/volume] in Serum or Plasma,LOINC,43583-4,S,2801
22666-2,3005069,3005069,Busulfan [Moles/volume] in Serum or Plasma,LOINC,22666-2,S,2795
73978-9,43534000,43534000,von Willebrand factor (vWf).activity [Units/volume] in Platelet poor plasma by Immunoassay,LOINC,73978-9,S,2771
11580-8,3019170,3019170,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,LOINC,11580-8,S,2730
69668-2,42870583,42870583,HIV 1 and 2 Ab [Identifier] in Serum or Plasma by Rapid immunoassay,LOINC,69668-2,S,2722
14564-9,3024622,3024622,Hemoglobin.gastrointestinal [Presence] in Stool --2nd specimen,LOINC,14564-9,S,2707
32688-4,3045705,3045705,Herpes simplex virus 2 IgM Ab [Presence] in Serum,LOINC,32688-4,S,2691
32687-6,3045164,3045164,Herpes simplex virus 1 IgM Ab [Presence] in Serum,LOINC,32687-6,S,2691
12480-0,3009991,3009991,Angiotensin converting enzyme [Enzymatic activity/volume] in Cerebral spinal fluid,LOINC,12480-0,S,2668
44873-8,3043837,3043837,HIV 1+2 Ab [Presence] in Serum by Immunoblot,LOINC,44873-8,S,2658
14565-6,3011473,3011473,Hemoglobin.gastrointestinal [Presence] in Stool --3rd specimen,LOINC,14565-6,S,2658
31209-0,3016273,3016273,Islet cell 512 Ab [Units/volume] in Serum,LOINC,31209-0,S,2645
35668-3,3035510,3035510,Gentamicin [Mass/volume] in Serum or Plasma,LOINC,35668-3,S,2616
59806-0,40762867,46235123,aPTT.lupus sensitive with 1:1 PNP (LA mix),LOINC,75510-8,S,2562
